Angry Birds,Droid Invaders,Pie3dDemo
1149.9618542877065,1178.2669225181985,1178.2669225181985
1878.0216226274322,1965.843659639808,1170.0859088721002
1401.0169468186461,1137.3618542877061,1178.2669225181985
1149.9618542877065,1388.4169468186462,1137.3618542877061
1190.8669225181989,1178.2669225181985,1194.6289498103956
1144.8859088721001,1170.0859088721002,1137.3618542877061
1112.1618542877063,1204.8552168680185,1178.2669225181985
1179.6552168680187,1178.2669225181985,1170.0859088721002
1153.0669225181987,1137.3618542877061,1137.3618542877061
1144.8859088721001,1204.8552168680185,1178.2669225181985
1112.1618542877063,1204.8552168680185,1178.2669225181985
1179.6552168680187,1137.3618542877061,1178.2669225181985
1153.0669225181987,1178.2669225181985,1137.3618542877061
1153.0669225181987,1170.0859088721002,1178.2669225181985
1144.8859088721001,1137.3618542877061,1204.8552168680185
1179.6552168680187,1204.8552168680185,1137.3618542877061
1112.1618542877063,1194.6289498103956,1239.624524863937
1179.6552168680187,1153.0669225181987,1272.3485794483308
1112.1618542877063,1153.0669225181987,1194.6289498103956
1153.0669225181987,1144.8859088721001,1188.4931895758218
1144.8859088721001,1316.687195440168,1204.8552168680185
1153.0669225181987,2367.437316942406,1137.3618542877061
1112.1618542877063,1463.6389838310222,1137.3618542877061
1144.8859088721001,1550.6529782513812,1178.2669225181985
1178.2669225181985,1236.8341125877062,1170.0859088721002
1137.3618542877061,1236.8341125877062,1178.2669225181985
1223.2624975717401,1153.0669225181987,1178.2669225181985
1137.3618542877061,1153.0669225181987,1194.6289498103956
1137.3618542877061,1112.1618542877063,1204.8552168680185
1272.3485794483308,1179.6552168680187,1137.3618542877061
1137.3618542877061,1112.1618542877063,1170.0859088721002
1239.624524863937,1153.0669225181987,1178.2669225181985
2392.6373169424064,1193.971990748691,1137.3618542877061
2578.164643242406,1112.1618542877063,1204.8552168680185
1322.8891805877063,1179.6552168680187,1137.3618542877061
1322.8891805877063,1144.8859088721001,1170.0859088721002
1322.8891805877063,1124.7618542877062,1178.2669225181985
1322.8891805877063,1165.6669225181986,1137.3618542877061
1239.624524863937,1124.7618542877062,1194.6289498103956
1178.2669225181985,1182.0289498103957,1137.3618542877061
1204.8552168680185,1124.7618542877062,1178.2669225181985
1137.3618542877061,1124.7618542877062,1137.3618542877061
1178.2669225181985,1165.6669225181986,1223.2624975717401
1165.6669225181986,1206.571990748691,1137.3618542877061
1165.6669225181986,1182.0289498103957,1178.2669225181985
1165.6669225181986,1175.893189575822,1204.8552168680185
1124.7618542877062,1157.4859088721,1137.3618542877061
1157.4859088721,1192.2552168680186,1204.8552168680185
1165.6669225181986,1165.6669225181986,1178.2669225181985
1124.7618542877062,1124.7618542877062,1137.3618542877061
1157.4859088721,1124.7618542877062,1188.4931895758218
1124.7618542877062,1192.2552168680186,1170.0859088721002
1165.6669225181986,1124.7618542877062,1178.2669225181985
1157.4859088721,1165.6669225181986,1137.3618542877061
1175.893189575822,1182.6859088721003,1204.8552168680185
1124.7618542877062,1149.9618542877065,1137.3618542877061
1165.6669225181986,1190.8669225181989,1204.8552168680185
1165.6669225181986,1207.2289498103955,1170.0859088721002
1124.7618542877062,1149.9618542877065,1137.3618542877061
1192.2552168680186,1149.9618542877065,1178.2669225181985
1124.7618542877062,1354.4871954401679,1170.0859088721002
1124.7618542877062,2529.909575242406,1188.4931895758218
1210.66249757174,2517.0648278022286,1137.3618542877061
1124.7618542877062,2495.1599779854296,1178.2669225181985
1182.0289498103957,2368.156927209888,1178.2669225181985
1124.7618542877062,1528.7690240562924,1137.3618542877061
1165.6669225181986,1274.6341125877063,1204.8552168680185
1165.6669225181986,1315.5391808181985,1137.3618542877061
1192.2552168680186,1307.3581671721001,1137.3618542877061
1124.7618542877062,1201.0931895758217,1204.8552168680185
1165.6669225181986,1217.4552168680186,1178.2669225181985
1241.3412987446093,1190.8669225181989,1137.3618542877061
2380.037316942406,1182.6859088721003,1188.4931895758218
2380.037316942406,1099.5618542877064,1170.0859088721002
2504.709575242406,1140.4669225181988,1178.2669225181985
2504.709575242406,1140.4669225181988,1204.8552168680185
2523.8255108884664,1140.4669225181988,1137.3618542877061
1903.0285801819457,1099.5618542877064,1137.3618542877061
1311.025242235353,1185.4624975717402,1223.2624975717401
1290.3391808181984,1099.5618542877064,1137.3618542877061
1306.7012081103956,1132.2859088721002,1178.2669225181985
1275.3654478758217,1140.4669225181988,1178.2669225181985
1140.4669225181988,1140.4669225181988,1137.3618542877061
1140.4669225181988,1099.5618542877064,1204.8552168680185
1140.4669225181988,1167.0552168680188,1204.8552168680185
1099.5618542877064,1099.5618542877064,1137.3618542877061
1132.2859088721002,1140.4669225181988,1137.3618542877061
1140.4669225181988,1167.0552168680188,1194.6289498103956
1099.5618542877064,1099.5618542877064,1178.2669225181985
1140.4669225181988,1167.0552168680188,1178.2669225181985
1167.0552168680188,1140.4669225181988,1194.6289498103956
1099.5618542877064,1099.5618542877064,1178.2669225181985
1099.5618542877064,1178.2669225181985,1178.2669225181985
1156.8289498103954,1178.2669225181985,1170.0859088721002
1099.5618542877064,1194.6289498103956,1137.3618542877061
1167.0552168680188,1137.3618542877061,1178.2669225181985
1140.4669225181988,1204.8552168680185,1178.2669225181985
1099.5618542877064,1137.3618542877061,1204.8552168680185
1140.4669225181988,1178.2669225181985,1137.3618542877061
1140.4669225181988,1170.0859088721002,1178.2669225181985
1178.2669225181985,1137.3618542877061,1178.2669225181985
1137.3618542877061,1178.2669225181985,1137.3618542877061
1170.0859088721002,1170.0859088721002,1223.2624975717401
1178.2669225181985,1204.8552168680185,1149.9618542877065
1170.0859088721002,1137.3618542877061,1149.9618542877065
1178.2669225181985,1170.0859088721002,1217.4552168680186
1137.3618542877061,1178.2669225181985,1190.8669225181989
1178.2669225181985,1137.3618542877061,1207.2289498103955
1170.0859088721002,1194.6289498103956,1149.9618542877065
1178.2669225181985,1137.3618542877061,1190.8669225181989
1137.3618542877061,1137.3618542877061,1235.86249757174
1178.2669225181985,1178.2669225181985,1190.8669225181989
1170.0859088721002,1170.0859088721002,1149.9618542877065
1137.3618542877061,1137.3618542877061,1149.9618542877065
1204.8552168680185,1219.1719907486909,1217.4552168680186
1137.3618542877061,2392.6373169424064,1149.9618542877065
1137.3618542877061,1137.3618542877061,1190.8669225181989
1204.8552168680185,1137.3618542877061,1190.8669225181989
1137.3618542877061,1137.3618542877061,1149.9618542877065
1170.0859088721002,1338.2059283124581,1190.8669225181989
1178.2669225181985,1178.2669225181985,1217.4552168680186
1178.2669225181985,1137.3618542877061,1149.9618542877065
1178.2669225181985,1178.2669225181985,1137.3618542877061
1204.8552168680185,1178.2669225181985,1194.6289498103956
1137.3618542877061,1137.3618542877061,1137.3618542877061
1178.2669225181985,1219.1719907486909,1178.2669225181985
1253.9412987446094,1170.0859088721002,1178.2669225181985
1290.7558601520525,1178.2669225181985,1137.3618542877061
1178.2669225181985,1137.3618542877061,1178.2669225181985
1178.2669225181985,1194.6289498103956,1170.0859088721002
1137.3618542877061,1153.0669225181987,1178.2669225181985
1204.8552168680185,1153.0669225181987,1137.3618542877061
1204.8552168680185,1144.8859088721001,1178.2669225181985
2015.1993901805263,1112.1618542877063,1178.2669225181985
2164.7317609708293,1153.0669225181987,1137.3618542877061
2199.914871620681,1153.0669225181987,1178.2669225181985
2202.0573362942923,1153.0669225181987,1137.3618542877061
3594.3401678935766,1144.8859088721001,1178.2669225181985
3486.274680357349,1198.06249757174,1194.6289498103956
3084.801513298189,1179.6552168680187,1178.2669225181985
2525.12431956345,1153.0669225181987,1137.3618542877061
2426.988772168255,1112.1618542877063,1190.8669225181989
2445.7802916382275,1153.0669225181987,1217.4552168680186
2225.878845426969,1144.8859088721001,1149.9618542877065
2191.216482298407,1153.0669225181987,1217.4552168680186
2035.5430116136997,1112.1618542877063,1149.9618542877065
1659.5934317559936,1112.1618542877063,1182.6859088721003
1240.4390665182173,1153.0669225181987,1235.86249757174
1466.362960863851,1316.687195440168,1190.8669225181989
1794.2400568722067,1852.8688680008852,1217.4552168680186
1704.2785792929,1388.4169468186462,1217.4552168680186
1681.5130924152597,1137.3618542877061,1149.9618542877065
1496.0563916621156,1137.3618542877061,1207.2289498103955
1296.8025487466907,1178.2669225181985,1149.9618542877065
1390.0811340888904,1137.3618542877061,1149.9618542877065
1319.6267813032987,1204.8552168680185,1201.0931895758217
1390.0811340888904,1178.2669225181985,1217.4552168680186
1284.1058765156652,1178.2669225181985,1149.9618542877065
1192.750200610266,1260.0770589791832,1149.9618542877065
1270.3087343533844,1137.3618542877061,1217.4552168680186
1016.6143186462865,1137.3618542877061,1137.3618542877061
1213.6515237300734,1239.624524863937,1204.8552168680185
1339.1926517759807,1137.3618542877061,1178.2669225181985
1386.9515237300734,1178.2669225181985,1137.3618542877061
1366.0502006102658,1178.2669225181985,1178.2669225181985
1537.7308129460966,1137.3618542877061,1178.2669225181985
2560.9616564535277,1178.2669225181985,2392.6373169424064
2150.656749930222,1178.2669225181985,1639.472039349586
2102.9531638388767,1039.3859088721001,1137.3618542877061
2352.379280552427,1006.6618542877063,1137.3618542877061
2211.4705749812438,1047.5669225181987,1137.3618542877061
1953.251660051959,1047.5669225181987,1219.1719907486909
2173.2765568413415,1088.471990748691,1137.3618542877061
2329.5291749866396,1545.5750152637572,1137.3618542877061
2293.084832815631,1131.3341125877064,2392.6373169424064
2682.8184414316966,2044.6872848640837,1639.472039349586
2197.3860143253924,2833.6966916947945,1137.3618542877061
2222.5531964803586,2395.5240120283165,1137.3618542877061
2335.182103211934,2385.2631344392316,1178.2669225181985
2180.708256369817,2733.1568735168735,1089.3618542877061
1761.6142463300891,3285.1094504596294,1130.2669225181985
1834.5310134277936,2246.079340211504,1130.2669225181985
2015.5147663337032,3134.4612293530586,1503.6027569637572
2516.3898621552926,2419.823241056958,1658.9273226234543
2187.109575242406,1895.6909071373416,1848.7107444477074
2452.0477191754694,1687.6040768098296,2594.4666470964157
3184.9286264935768,2028.4540706768457,2839.4908951662264
2395.7054147392632,1809.62776498849,3217.6738636807836
2156.8583291332675,1732.8305813378388,3031.4863283812183
1992.2578197648327,1694.1100601452472,2013.2259640032973
1876.4314755013258,1695.7392411872102,1802.0201195114867
1940.3621449081884,1721.1563916621158,2509.30899630975
1809.9601084712879,2059.6310134277937,2387.2855212532
2172.7980410641867,2426.0926266445294,1867.1714626212058
2686.0191008679913,2409.316948232709,1821.9132255770223
2234.016858102159,2208.472874207957,1615.3616964091239
1461.7104004538323,2154.753163838877,1556.7065917300733
1936.159807090157,2154.753163838877,1745.6566372830134
2115.29667145882,2154.753163838877,1425.07809221747
1829.6972415725595,2154.753163838877,1313.3932875835278
1037.8093701609314,2267.4801282958233,1385.418075732115
1508.283098461401,2267.4801282958233,1385.418075732115
1213.6515237300734,2154.753163838877,1519.3988373826744
1178.7180757321153,2154.753163838877,1251.2610770446531
931.8341125877063,2154.753163838877,1455.8136828387394
1016.6143186462865,2154.753163838877,931.8341125877063
1037.8093701609314,2154.753163838877,1734.3310189108777
1178.7180757321153,2520.9606234425933,2227.2910575716423
1016.6143186462865,2361.309575242406,2042.0297402846913
1037.8093701609314,2361.309575242406,2200.113236868693
1512.1694920315324,2216.2297402846916,2210.7107626260154
1064.3031845542378,2560.87338549264,1875.4096312796498
1282.8291695475073,2177.8226966265197,2041.569443574449
1037.8093701609314,2103.8531638388768,1820.7338712655128
1150.5363346178783,2446.0897813009865,2352.379280552427
1064.3031845542378,2013.4469174458618,2105.789045802856
1037.8093701609314,2259.4412247251817,2112.2956890541363
1064.3031845542378,2103.8531638388768,2225.0226535110833
1532.2093701609315,2304.6972378636287,2458.060809730815
1742.0019931547113,2103.8531638388768,2771.9679875920438
1882.9106987258951,2103.8531638388768,2224.6460839409774
1567.14281815889,2808.3966916947943,1826.648417346825
1708.0515237300733,2560.87338549264,2323.658747410912
2127.90810789982,2503.7291749866395,1639.3994287897235
2127.90810789982,1818.132111308873,1064.3031845542378
1567.14281815889,2103.8531638388768,1178.7180757321153
1673.118075732115,2372.3082563698167,1388.510698725895
1713.8202520404748,2121.2531638388764,1240.4390665182173
1532.2093701609315,2121.2531638388764,1493.8291695475073
1673.118075732115,2262.1618694100603,1375.3334767801591
1532.2093701609315,2121.2531638388764,1530.9205096981361
1644.9363346178784,2121.2531638388764,1142.8341125877064
2164.728109868262,2403.0705749812437,1142.8341125877064
1708.2865064459434,2262.1618694100603,931.8341125877063
1673.118075732115,2003.9429544807754,931.8341125877063
1733.973143732115,1827.9776404436238,1072.7428181588898
1712.77809221747,2187.109575242406,931.8341125877063
1862.7570611547114,1875.9513031298834,931.8341125877063
1793.8731437321148,1929.6531638388767,931.8341125877063
1850.2366259605883,2041.8413362685446,1292.3292348126454
1793.8731437321148,2082.3611175166016,1330.4331843099612
1793.8731437321148,1783.0154021412502,2185.6632617375576
2162.9406725914832,2458.060809730815,2131.9664380890717
1947.3970648626923,2418.7642994842104,2472.1329569828613
1879.0454645240457,3089.2686340184987,1911.1205531628766
2845.704787620514,3015.2993877808776,1333.717651860417
2450.626340775609,2994.7286019626367,1213.6515237300734
2333.461698611061,2369.11647524916,1284.1058765156652
2218.0324177408284,3200.653485924619,1388.510698725895
2180.708256369817,3491.2872379969767,1178.7180757321153
2102.9245177396347,2298.971961834953,931.8341125877063
2063.0117556895875,1869.9653222903635,931.8341125877063
2070.5618694100604,1632.5470839684335,1072.7428181588898
2013.1208031270294,1429.7411505742452,931.8341125877063
1960.3167515428038,1698.4076220229742,931.8341125877063
2006.3297473997038,1723.9031954445497,931.8341125877063
1719.3416346587342,1037.8093701609314,931.8341125877063
1531.577296449749,931.8341125877063,1382.4530153688802
1743.5278115961994,1016.6143186462865,1732.1213323594654
2211.4705749812438,931.8341125877063,1704.2785792929
1995.524271723314,931.8341125877063,1637.8462824178118
2070.5618694100604,931.8341125877063,2211.4705749812438
1319.6267813032987,1458.9650515114868,1835.941450693858
1390.0811340888904,2159.443538440276,2361.9687502382276
1339.1926517759807,1935.5941860012238,2505.0353479620817
1072.7428181588898,1728.7445705883151,2452.0477191754694
1072.7428181588898,1636.377640443624,2136.5280823247576
931.8341125877063,1936.054482711466,2349.9249109760567
931.8341125877063,1518.7245037081664,2002.9251629002017
1157.5230242174703,1684.9993901805262,1760.9365667860545
1164.3334767801593,1390.0811340888904,1884.1427887725456
931.8341125877063,1502.808098545837,2797.0734968451375
931.8341125877063,1460.2417584796447,2058.3813695406416
931.8341125877063,1284.1058765156652,1746.5511909642553
931.8341125877063,1372.9081384847486,1633.8242265073084
1357.7483801144679,1512.5401370877746,1954.3034131632996
2357.7270849159927,1637.5525540229742,1954.5971415581373
2042.3801282958234,1281.5524625793496,1714.7586136922876
2211.4705749812438,931.8341125877063,1857.6489743792392
1707.419450018891,931.8341125877063,1760.4070788055035
1929.6531638388767,931.8341125877063,2048.1498845745527
1929.6531638388767,931.8341125877063,1858.7860020209325
1929.6531638388767,931.8341125877063,2142.7025596370027
2070.5618694100604,1471.870438659358,1938.2674452008514
2112.2956890541363,2070.5618694100604,1788.3316492353408
1272.306628409124,2025.9976352881279,1877.7644157039394
1363.8972870303933,1812.3429544807755,2022.7539228645942
1402.023105071776,1884.1427887725456,1964.4675311993203
1232.393866359077,2211.4705749812438,1938.2674452008514
1107.9699945516859,2011.9067647310096,2031.4872848640837
1164.3334767801593,2105.789045802856,1964.7612595941578
1107.9699945516859,2171.6798098995796,2043.9489743792392
1164.3334767801593,2070.5618694100604,2052.623590699761
1213.6515237300734,1929.6531638388767,1911.4799024127076
1433.9442976495861,2105.789045802856,1999.6947075921162
1131.3979228379403,2082.3611175166016,2031.4872848640837
1814.4098374645482,1636.377640443624,1968.078367357051
1808.9266067278488,2042.0297402846913,1911.4799024127076
1633.5081078998203,2611.010605535307,1964.4675311993203
1582.0168256191143,1963.8205855157123,1938.2674452008514
1433.9442976495861,1929.6531638388767,2040.9872848640837
1633.5081078998203,1929.6531638388767,2185.9180463457706
1574.9332651642674,2211.4705749812438,1942.3511909642552
1683.3990604623789,1929.6531638388767,1990.0400568722066
1842.544297649586,1870.998059159826,1977.343384641181
1657.7136828387393,1636.377640443624,1973.9675311993203
1613.8118901254213,2346.7606234425934,1903.219450018891
1656.2019931547113,2343.8940665149275,2009.1947075921162
1537.9412831032332,2180.708256369817,2030.3310134277936
1678.9087343533843,1714.7586136922876,2009.1947075921162
1678.9087343533843,1672.4860020209326,2016.5338712655127
1678.9087343533843,1461.7104004538323,2181.895990435267
1707.090475467621,1760.0239251261776,2009.1947075921162
1587.318075732115,1636.377640443624,1990.1575482301416
1566.12302421747,2021.6560701812464,1977.343384641181
1587.318075732115,1664.000787983433,1973.9675311993203
1657.7136828387393,1549.0440204487281,1913.0540931947232
1587.318075732115,1482.2592494998348,1763.0996966468797
1572.933476780159,1346.1205956966048,1730.2235169758171
1559.1363346178782,1284.6933333053403,1787.1674099534132
1481.3428181588897,1390.6685908785655,1854.5493455800736
1425.2143186462863,1372.9081384847486,1602.905238345041
1481.3428181588897,1390.6685908785655,1686.6626418986114
1694.1230242174702,1337.6809620919528,1677.4239724514641
1609.3428181588897,1337.6809620919528,1624.4741694758088
1806.9087343533843,1390.6685908785655,1633.2501287117434
1574.4093701609313,1466.362960863851,1652.2694488720167
1643.293287583528,1390.6685908785655,2313.922000800174
1750.4865064459434,1601.4441924456657,1872.6209453828506
1574.4093701609313,1346.1205956966048,1917.8679282716578
1574.4093701609313,1566.5107444477073,1860.1288671586722
1715.3180757321152,1496.0563916621156,1605.2888141276312
1574.4093701609313,1790.5417584796446,2086.290837731807
1553.2143186462863,2013.383527778255,1798.086557288797
1574.4093701609313,1684.8602293012568,1767.792350367907
1574.4093701609313,1932.3316492353408,1575.1485436398948
1574.4093701609313,1928.6620673986424,2496.3461188454203
1694.1230242174702,1879.344020448728,1952.4427649525157
1574.4093701609313,1808.8896676631364,1439.9154208851644
1574.4093701609313,1868.335274938633,2553.4076112914945
1574.4093701609313,1790.5417584796446,1895.6726617153174
1553.2143186462863,1684.8602293012568,1737.130490774408
1574.4093701609313,1529.3641009109606,1573.3387514888552
1654.9428181588896,1621.0315051670595,2357.986705743954
1760.918075732115,2887.590895166227,1646.9769377796513
1598.8143186462862,2139.226606727849,1787.6639111352606
1620.0093701609312,1963.8081078998202,2652.429973162506
1620.0093701609312,1574.9585764590481,2249.3770597432913
1620.0093701609312,1505.7870215447795,2021.9844642937435
1760.918075732115,1795.5106287879655,2218.9604310523746
1796.0865064459433,3515.228626493577,1693.9841814441525
1620.0093701609312,2515.9370365035356,1908.5308749836236
1620.0093701609312,2724.641981620912,1477.1080745680374
1620.0093701609312,2194.142952973256,2487.8364411625794
1739.72302421747,1430.7987789338495,1999.0331219610907
1620.0093701609312,1533.0806229955879,1925.7792477433159
1817.2815579605885,1520.0893255451278,1796.2827086739503
1598.8143186462862,2262.9025857062584,1804.7600475682443
1760.918075732115,1699.2392172071618,1754.9033255953555
1760.918075732115,1638.232840972612,1814.7664336103755
1760.918075732115,1805.5489986458424,2066.7833594529884
1620.0093701609312,1595.7121253610367,2613.5971788140578
2085.008098545837,1707.9354353760036,2275.9343297762034
2181.9465448929122,1552.0932183924601,1909.7024579128827
2687.536822256808,1553.4268205907797,2108.3445442441766
2840.9943339151328,1460.257306808045,1841.2855705744269
1879.779756927675,1446.6865344947018,2475.301430398654
1602.7290199333497,2757.7898621552927,1928.4627652935276
1696.4866161731225,1986.6026357642254,1898.5989322813493
1625.7128984956603,2074.471918150054,1850.3485600586412
1649.6279959071092,1478.3024008844573,2250.9785583771672
1640.1917027215127,1396.1632564838997,2250.9785583771672
1725.4442246248268,1488.2140509635992,2105.543607236482
1625.7128984956603,1489.8362199360458,2566.6595662679542
1708.75813664227,2303.2633002998614,2639.319597475167
1593.887195440168,1575.3515459767295,2008.0492217853266
1891.472039349586,2465.0765568413412,2351.9932848679755
1640.416946818646,2144.8282991750775,1782.2003731214527
1803.6027569637572,1570.5817585998188,2465.334753796764
1479.0862024325445,1638.3836260015742,1993.990414594155
1471.1719907486909,1532.1911503628064,2195.7077172514655
2431.437316942406,2138.4687980455456,2181.4385997804006
1803.799585615056,1590.8349270970002,1685.8151128046622
1590.4027569637572,1504.849917879979,2526.575127700578
1427.2169468186462,1577.994297191166,1771.8379605017374
1319.7208113194474,1984.4573569897095,1885.5632394018746
1298.8770589791832,1633.785248739017,1762.6295926529785
1380.687195440168,1515.908837517302,1722.1874646731342
2004.643659639808,2325.2500454850465,3365.728626493577
1590.4027569637572,1845.2188954374644,2338.9632746657585
1590.4027569637572,1618.5704403434606,2398.8324177408285
1489.9807199513812,1475.2459323307037,2273.3048714753586
1265.8862024325447,1893.8033674575258,1875.9986111609383
1431.7650423254413,1691.1749735014068,1671.3971958955308
2431.437316942406,1375.5958444630876,2379.6262082733915
1489.9807199513812,1313.6632564838997,1966.1426920697493
1427.2169468186462,1418.8955507182052,1847.8738383215973
1678.272039349586,1373.5360470006008,1771.9968465186662
1306.199967994488,1462.7702426067722,1645.3084233559605
1299.3441135830003,2092.0391298176546,1592.9559631554607
1329.5558601520524,1304.7543855096756,1582.208177704528
1348.387195440168,2451.2529401031147,2438.7781215963414
1645.972039349586,1691.0341367647375,2039.2207560653646
1394.9169468186462,1667.139217207162,2696.489202718998
1394.9169468186462,1555.3750152637572,2313.693795949838
1457.6807199513812,1594.0694457874274,1782.395110148024
1323.3105505773829,1844.2118063512735,1517.0750736856853
1307.4821272096756,1584.5288819834334,2542.227607749115
2399.1373169424064,1984.4680753564196,2208.554061872871
1394.9169468186462,1489.5804480973536,2049.6463221272593
1457.6807199513812,1409.1082459462054,2088.4024011720794
1558.1027569637572,1406.9743436308172,1996.490414594155
1233.5862024325445,1438.3955507182052,1943.6171760051336
1441.7466901285695,1471.119605302599,1814.463124364483
1359.2002898353182,1499.7531530639437,2077.8965553729086
1297.8396784068236,1437.471180471655,1695.064137750194
1297.2558601520525,1399.633875871808,3368.228626493577
1307.4821272096756,1445.6085552879108,2442.5254435653933
1266.5770589791832,1379.1813417565618,2267.4270106809945
1297.2558601520525,2260.7158344151076,1972.4459418181837
1278.187195440168,1485.6318526203424,1775.1658341453456
1826.8271318805262,1372.5835128853546,2472.9623947733094
1324.7169468186462,1452.7123245988776,1996.490414594155
1387.4807199513812,1882.0407480298854,2128.580668601205
1324.7169468186462,1409.034145628735,1809.6062420243913
1217.2208113194476,2287.35555473814,1774.348613102743
1227.0558601520524,1504.3216276983508,1891.3623991163508
1237.2821272096755,1812.1667634726318,1799.069156872057
1701.299585615056,1457.3808405026716,2535.6792805524274
1324.7169468186462,1522.738426388624,2167.021993880576
1324.7169468186462,1560.8034760555204,2115.2920736209826
